sign;dac;adc;vol;res
0;0;8132;0.0;1020.92
0;8;8107;0.01;1033.35
0;16;8146;0.02;1014.0
0;24;8141;0.029;1016.47
0;32;8140;0.039;1016.96
0;40;8137;0.049;1018.45
0;48;8137;0.059;1018.45
0;56;8127;0.068;1023.4
0;64;8141;0.078;1016.47
0;72;8132;0.088;1020.92
0;80;8128;0.098;1022.91
0;88;8133;0.107;1020.43
0;96;8129;0.117;1022.41
0;104;8125;0.127;1024.4
0;112;8129;0.137;1022.41
0;120;8135;0.147;1019.44
0;128;8138;0.156;1017.95
0;136;8133;0.166;1020.43
0;144;8140;0.176;1016.96
0;152;8134;0.186;1019.93
0;160;8133;0.195;1020.43
0;168;8139;0.205;1017.46
0;176;8132;0.215;1020.92
0;184;8141;0.225;1016.47
0;192;8135;0.234;1019.44
0;200;8132;0.244;1020.92
0;208;8135;0.254;1019.44
0;216;8140;0.264;1016.96
0;224;8126;0.274;1023.9
0;232;8135;0.283;1019.44
0;240;8136;0.293;1018.94
0;248;8136;0.303;1018.94
0;256;8131;0.313;1021.42
0;264;8129;0.322;1022.41
0;272;8134;0.332;1019.93
0;280;8140;0.342;1016.96
0;288;8125;0.352;1024.4
0;296;8138;0.361;1017.95
0;304;8141;0.371;1016.47
0;312;8138;0.381;1017.95
0;320;8141;0.391;1016.47
0;328;8138;0.4;1017.95
0;336;8139;0.41;1017.46
0;344;8132;0.42;1020.92
0;352;8141;0.43;1016.47
0;360;8142;0.44;1015.97
0;368;8140;0.449;1016.96
0;376;8142;0.459;1015.97
0;384;8135;0.469;1019.44
0;392;8137;0.479;1018.45
0;400;8136;0.488;1018.94
0;408;8136;0.498;1018.94
0;416;8138;0.508;1017.95
0;424;8146;0.518;1014.0
0;432;8138;0.527;1017.95
0;440;8134;0.537;1019.93
0;448;8136;0.547;1018.94
0;456;8141;0.557;1016.47
0;464;8126;0.567;1023.9
0;472;8143;0.576;1015.48
0;480;8150;0.586;1012.02
0;488;8147;0.596;1013.5
0;496;8133;0.606;1020.43
0;504;8123;0.615;1025.39
0;512;8149;0.625;1012.51
0;520;8132;0.635;1020.92
0;528;8118;0.645;1027.87
0;536;8119;0.654;1027.38
0;544;8123;0.664;1025.39
0;552;8114;0.674;1029.87
0;560;8139;0.684;1017.46
0;568;8147;0.694;1013.5
0;576;8126;0.703;1023.9
0;584;8103;0.713;1035.35
0;592;8122;0.723;1025.89
0;600;8124;0.733;1024.89
0;608;8155;0.742;1009.55
0;616;8130;0.752;1021.91
0;624;8139;0.762;1017.46
0;632;8124;0.772;1024.89
0;640;8138;0.781;1017.95
0;648;8147;0.791;1013.5
0;656;8090;0.801;1041.85
0;664;8110;0.811;1031.86
0;672;8101;0.821;1036.35
0;680;8107;0.83;1033.35
0;688;8098;0.84;1037.85
0;696;8105;0.85;1034.35
0;704;8100;0.86;1036.85
0;712;8052;0.869;1060.97
0;720;8083;0.879;1045.36
0;728;8088;0.889;1042.85
0;736;8085;0.899;1044.36
0;744;8091;0.908;1041.35
0;752;8076;0.918;1048.87
0;760;8079;0.928;1047.37
0;768;8089;0.938;1042.35
0;776;8076;0.947;1048.87
0;784;8067;0.957;1053.4
0;792;8049;0.967;1062.49
0;800;8078;0.977;1047.87
0;808;8055;0.987;1059.46
0;816;8052;0.996;1060.97
0;824;8038;1.006;1068.06
0;832;8032;1.016;1071.11
0;840;8019;1.026;1077.73
0;848;8010;1.035;1082.32
0;856;8038;1.045;1068.06
0;864;7998;1.055;1088.46
0;872;7953;1.065;1111.65
0;880;7929;1.074;1124.12
0;888;7917;1.084;1130.39
0;896;7881;1.094;1149.3
0;904;7872;1.104;1154.06
0;912;7789;1.114;1198.43
0;920;7744;1.123;1222.89
0;928;7661;1.133;1268.75
0;936;7669;1.143;1264.28
0;944;7513;1.153;1353.03
0;952;7418;1.162;1408.91
0;960;7324;1.172;1465.62
0;968;7335;1.182;1458.91
0;976;7072;1.192;1625.11
0;984;7005;1.201;1669.44
0;992;6725;1.211;1864.27
0;1000;6834;1.221;1786.53
0;1008;6234;1.231;2248.18
0;0;6265;0.0;2222.16
1;0;6253;-0.0;2232.2
1;8;6256;-0.01;2229.68
1;16;6255;-0.02;2230.52
1;24;6261;-0.029;2225.5
1;32;6251;-0.039;2233.88
1;40;6260;-0.049;2226.34
1;48;6251;-0.059;2233.88
1;56;6290;-0.068;2201.36
1;64;6258;-0.078;2228.01
1;72;6221;-0.088;2259.16
1;80;6236;-0.098;2246.49
1;88;6233;-0.107;2249.02
1;96;6231;-0.117;2250.71
1;104;6238;-0.127;2244.8
1;112;6232;-0.137;2249.86
1;120;6231;-0.147;2250.71
1;128;6237;-0.156;2245.65
1;136;6233;-0.166;2249.02
1;144;6239;-0.176;2243.96
1;152;6239;-0.186;2243.96
1;160;6223;-0.195;2257.47
1;168;6223;-0.205;2257.47
1;176;6239;-0.215;2243.96
1;184;6244;-0.225;2239.75
1;192;6237;-0.234;2245.65
1;200;6198;-0.244;2278.72
1;208;6179;-0.254;2294.98
1;216;6258;-0.264;2228.01
1;224;6261;-0.274;2225.5
1;232;6233;-0.283;2249.02
1;240;6240;-0.293;2243.12
1;248;6215;-0.303;2264.25
1;256;6231;-0.313;2250.71
1;264;6216;-0.322;2263.4
1;272;6175;-0.332;2298.42
1;280;6143;-0.342;2326.07
1;288;6143;-0.352;2326.07
1;296;6143;-0.361;2326.07
1;304;6135;-0.371;2333.03
1;312;6144;-0.381;2325.2
1;320;6133;-0.391;2334.77
1;328;6113;-0.4;2352.26
1;336;6128;-0.41;2339.13
1;344;6119;-0.42;2347.0
1;352;6100;-0.43;2363.68
1;360;6171;-0.44;2301.86
1;368;6146;-0.449;2323.46
1;376;6087;-0.459;2375.16
1;384;6118;-0.469;2347.87
1;392;6105;-0.479;2359.28
1;400;6101;-0.488;2362.8
1;408;6059;-0.498;2400.05
1;416;6093;-0.508;2369.86
1;424;6086;-0.518;2376.04
1;432;6097;-0.527;2366.33
1;440;6014;-0.537;2440.53
1;448;6039;-0.547;2417.96
1;456;6026;-0.557;2429.67
1;464;6148;-0.567;2321.73
1;472;6164;-0.576;2307.89
1;480;6196;-0.586;2280.42
1;488;6137;-0.596;2331.29
1;496;6197;-0.606;2279.57
1;504;6123;-0.615;2343.5
1;512;6228;-0.625;2253.24
1;520;6216;-0.635;2263.4
1;528;6247;-0.645;2237.23
1;536;6289;-0.654;2202.19
1;544;6147;-0.664;2322.6
1;552;6296;-0.674;2196.4
1;560;6291;-0.684;2200.53
1;568;6328;-0.694;2170.07
1;576;6301;-0.703;2192.26
1;584;6349;-0.713;2152.93
1;592;6384;-0.723;2124.63
1;600;6603;-0.733;1954.33
