sign;dac;adc;vol;res
0;0;9165;0.0;566.59
0;8;9160;0.01;568.54
0;16;9172;0.02;563.86
0;24;9172;0.029;563.86
0;32;9159;0.039;568.94
0;40;9170;0.049;564.64
0;48;9170;0.059;564.64
0;56;9173;0.068;563.47
0;64;9156;0.078;570.11
0;72;9158;0.088;569.33
0;80;9148;0.098;573.24
0;88;9170;0.107;564.64
0;96;9170;0.117;564.64
0;104;9173;0.127;563.47
0;112;9163;0.137;567.37
0;120;9176;0.147;562.3
0;128;9171;0.156;564.25
0;136;9160;0.166;568.54
0;144;9177;0.176;561.92
0;152;9162;0.186;567.76
0;160;9175;0.195;562.69
0;168;9171;0.205;564.25
0;176;9173;0.215;563.47
0;184;9164;0.225;566.98
0;192;9166;0.234;566.2
0;200;9169;0.244;565.03
0;208;9182;0.254;559.97
0;216;9164;0.264;566.98
0;224;9161;0.274;568.15
0;232;9180;0.283;560.75
0;240;9175;0.293;562.69
0;248;9183;0.303;559.58
0;256;9181;0.313;560.36
0;264;9177;0.322;561.92
0;272;9185;0.332;558.8
0;280;9170;0.342;564.64
0;288;9186;0.352;558.42
0;296;9188;0.361;557.64
0;304;9177;0.371;561.92
0;312;9182;0.381;559.97
0;320;9171;0.391;564.25
0;328;9177;0.4;561.92
0;336;9174;0.41;563.08
0;344;9182;0.42;559.97
0;352;9177;0.43;561.92
0;360;9185;0.44;558.8
0;368;9177;0.449;561.92
0;376;9181;0.459;560.36
0;384;9185;0.469;558.8
0;392;9177;0.479;561.92
0;400;9187;0.488;558.03
0;408;9180;0.498;560.75
0;416;9169;0.508;565.03
0;424;9186;0.518;558.42
0;432;9187;0.527;558.03
0;440;9186;0.537;558.42
0;448;9181;0.547;560.36
0;456;9184;0.557;559.19
0;464;9184;0.567;559.19
0;472;9181;0.576;560.36
0;480;9182;0.586;559.97
0;488;9191;0.596;556.47
0;496;9186;0.606;558.42
0;504;9189;0.615;557.25
0;512;9165;0.625;566.59
0;520;9166;0.635;566.2
0;528;9175;0.645;562.69
0;536;9174;0.654;563.08
0;544;9172;0.664;563.86
0;552;9178;0.674;561.53
0;560;9170;0.684;564.64
0;568;9173;0.694;563.47
0;576;9161;0.703;568.15
0;584;9152;0.713;571.67
0;592;9143;0.723;575.2
0;600;9141;0.733;575.98
0;608;9142;0.742;575.59
0;616;9141;0.752;575.98
0;624;9131;0.762;579.91
0;632;9099;0.772;592.54
0;640;9069;0.781;604.45
0;648;8978;0.791;641.09
0;656;8769;0.801;728.11
0;664;7575;0.811;1317.32
0;0;7568;0.0;1321.33
1;0;7569;-0.0;1320.75
1;8;7566;-0.01;1322.47
1;16;7563;-0.02;1324.19
1;24;7569;-0.029;1320.75
1;32;7569;-0.039;1320.75
1;40;7577;-0.049;1316.18
1;48;7553;-0.059;1329.93
1;56;7571;-0.068;1319.61
1;64;7549;-0.078;1332.23
1;72;7531;-0.088;1342.61
1;80;7570;-0.098;1320.18
1;88;7562;-0.107;1324.76
1;96;7560;-0.117;1325.91
1;104;7547;-0.127;1333.38
1;112;7574;-0.137;1317.89
1;120;7574;-0.147;1317.89
1;128;7572;-0.156;1319.04
1;136;7569;-0.166;1320.75
1;144;7568;-0.176;1321.33
1;152;7569;-0.186;1320.75
1;160;7577;-0.195;1316.18
1;168;7571;-0.205;1319.61
1;176;7577;-0.215;1316.18
1;184;7563;-0.225;1324.19
1;192;7568;-0.234;1321.33
1;200;7574;-0.244;1317.89
1;208;7567;-0.254;1321.9
1;216;7572;-0.264;1319.04
1;224;7593;-0.274;1307.06
1;232;7568;-0.283;1321.33
1;240;7557;-0.293;1327.63
1;248;7568;-0.303;1321.33
1;256;7554;-0.313;1329.35
1;264;7558;-0.322;1327.06
1;272;7560;-0.332;1325.91
1;280;7541;-0.342;1336.83
1;288;7534;-0.352;1340.87
1;296;7485;-0.361;1369.35
1;304;7492;-0.371;1365.26
1;312;7504;-0.381;1358.27
1;320;7461;-0.391;1383.44
1;328;7451;-0.4;1389.34
1;336;7499;-0.41;1361.18
1;344;7486;-0.42;1368.77
1;352;7465;-0.43;1381.09
1;360;7452;-0.44;1388.75
1;368;7440;-0.449;1395.84
1;376;7471;-0.459;1377.56
1;384;7562;-0.469;1324.76
1;392;7626;-0.479;1288.38
1;400;7599;-0.488;1303.66
1;408;7590;-0.498;1308.77
1;416;7573;-0.508;1318.47
1;424;7542;-0.518;1336.26
1;432;7550;-0.527;1331.65
1;440;7521;-0.537;1348.39
1;448;7589;-0.547;1309.34
1;456;7619;-0.557;1292.33
1;464;7676;-0.567;1260.38
1;472;7591;-0.576;1308.2
1;480;7554;-0.586;1329.35
1;488;7629;-0.596;1286.69
1;496;7665;-0.606;1266.51
1;504;7755;-0.615;1216.88
1;512;7854;-0.625;1163.6
1;520;7952;-0.635;1112.17
1;528;8051;-0.645;1061.48
1;536;8076;-0.654;1048.87
