sign;dac;adc;vol;res
0;0;8234;0.0;970.99
0;41;8224;0.05;975.83
0;82;8231;0.1;972.44
0;123;8228;0.15;973.89
0;164;8234;0.2;970.99
0;205;8232;0.25;971.96
0;246;8234;0.3;970.99
0;287;8231;0.35;972.44
0;328;8231;0.4;972.44
0;369;8211;0.451;982.14
0;410;8223;0.501;976.32
0;451;8216;0.551;979.71
0;492;8206;0.601;984.57
0;533;8190;0.651;992.38
0;574;8227;0.701;974.38
0;615;8191;0.751;991.89
0;656;8156;0.801;1009.06
0;697;8175;0.851;999.72
0;738;8258;0.901;959.42
0;779;8349;0.951;916.16
0;820;8151;1.001;1011.53
0;861;8247;1.051;964.71
0;902;7749;1.101;1220.15
0;943;2983;1.151;7978.76
0;984;3264;1.201;7032.73
0;1025;3715;1.252;5813.54
0;1066;3331;1.302;6830.73
0;1107;3104;1.352;7550.4
0;1148;1301;1.402;22185.59
0;1189;911;1.452;32971.85
0;1230;826;1.502;36674.59
0;1271;848;1.552;35645.03
0;1312;893;1.602;33697.13
0;1353;911;1.652;32971.85
0;1394;745;1.702;40989.29
0;1392;943;1.7;31750.84
0;1351;808;1.65;37558.65
0;1310;827;1.6;36626.6
0;1269;810;1.549;37458.48
0;1228;690;1.499;44496.48
0;1187;564;1.449;55109.63
0;1146;631;1.399;48938.45
0;1105;599;1.349;51713.65
0;1064;683;1.299;44983.37
0;1023;614;1.249;50376.76
0;982;471;1.199;66585.48
0;941;444;1.149;70817.63
0;900;515;1.099;60639.45
0;859;483;1.049;64856.4
0;818;493;0.999;63479.79
0;777;428;0.949;73577.54
0;736;472;0.899;66438.03
0;695;473;0.849;66291.2
0;654;424;0.799;74300.07
0;613;422;0.748;74666.47
0;572;437;0.698;72000.23
0;531;442;0.648;71151.69
0;490;477;0.598;65710.06
0;449;443;0.548;70984.29
0;408;481;0.498;65138.58
0;367;456;0.448;68874.8
0;326;453;0.398;69350.86
0;285;469;0.348;66882.26
0;244;414;0.298;76167.46
0;203;447;0.248;70322.14
0;162;446;0.198;70486.57
0;121;453;0.148;69350.86
0;80;456;0.098;68874.8
0;39;462;0.048;67941.23
0;-2;644;-0.002;47889.8
1;0;455;-0.0;69032.79
1;41;422;-0.05;74666.47
1;82;308;-0.1;103416.85
1;123;391;-0.15;80824.96
1;164;368;-0.2;86064.64
1;205;337;-0.25;94258.45
1;246;345;-0.3;92002.95
1;287;281;-0.35;113642.91
1;328;314;-0.4;101383.21
1;369;283;-0.451;112818.51
1;410;278;-0.501;114901.76
1;451;243;-0.551;131884.93
1;492;285;-0.601;112005.68
1;533;274;-0.651;116623.1
1;574;284;-0.701;112410.66
1;615;325;-0.751;97849.9
1;656;288;-0.801;110807.6
1;697;294;-0.851;108484.79
1;738;344;-0.901;92279.15
1;779;9651;-0.951;386.48
1;613;9650;-0.748;386.84
1;572;9650;-0.698;386.84
1;531;9644;-0.648;388.95
1;490;9653;-0.598;385.78
1;449;9649;-0.548;387.19
1;408;9647;-0.498;387.89
1;367;9642;-0.448;389.65
1;326;9660;-0.398;383.32
1;285;9653;-0.348;385.78
1;244;9652;-0.298;386.13
1;203;9656;-0.248;384.73
1;162;9642;-0.198;389.65
1;121;9634;-0.148;392.48
1;80;9657;-0.098;384.37
1;39;9654;-0.048;385.43
1;-2;9638;0.002;391.07
