sign;dac;adc;vol;res
0;0;6520;0.0;2017.53
0;8;6518;0.01;2019.07
0;16;6496;0.02;2036.1
0;24;6518;0.029;2019.07
0;32;6513;0.039;2022.93
0;40;6522;0.049;2015.98
0;48;6505;0.059;2029.12
0;56;6505;0.068;2029.12
0;64;6531;0.078;2009.06
0;72;6511;0.088;2024.48
0;80;6510;0.098;2025.25
0;88;6516;0.107;2020.61
0;96;6513;0.117;2022.93
0;104;6503;0.127;2030.67
0;112;6517;0.137;2019.84
0;120;6500;0.147;2033.0
0;128;6520;0.156;2017.53
0;136;6535;0.166;2005.99
0;144;6527;0.176;2012.13
0;152;6524;0.186;2014.44
0;160;6517;0.195;2019.84
0;168;6527;0.205;2012.13
0;176;6518;0.215;2019.07
0;184;6495;0.225;2036.88
0;192;6513;0.234;2022.93
0;200;6516;0.244;2020.61
0;208;6511;0.254;2024.48
0;216;6508;0.264;2026.8
0;224;6502;0.274;2031.44
0;232;6516;0.283;2020.61
0;240;6478;0.293;2050.12
0;248;6475;0.303;2052.47
0;0;6484;0.0;2045.44
