sign;dac;adc;vol;res
1;0;7595;-0.0;1305.93
1;41;7593;-0.05;1307.06
1;82;7584;-0.1;1312.19
1;123;7584;-0.15;1312.19
1;164;7590;-0.2;1308.77
1;205;7591;-0.25;1308.2
1;246;7606;-0.3;1299.69
1;287;7598;-0.35;1304.22
1;328;7599;-0.4;1303.66
1;369;7629;-0.451;1286.69
1;410;7629;-0.501;1286.69
1;451;7643;-0.551;1278.82
1;492;7683;-0.601;1256.49
1;533;7732;-0.651;1229.46
1;574;7743;-0.701;1223.43
1;615;7853;-0.751;1164.13
1;656;7895;-0.801;1141.93
1;697;8034;-0.851;1070.09
1;738;8197;-0.901;988.96
1;779;8365;-0.951;908.65
1;820;8519;-1.001;837.81
1;861;8673;-1.051;769.48
0;0;8681;0.0;766.0
0;41;8685;0.05;764.26
0;82;8678;0.1;767.31
0;123;8676;0.15;768.18
0;164;8685;0.2;764.26
0;205;8683;0.25;765.13
0;246;8685;0.3;764.26
0;287;8685;0.35;764.26
0;328;8675;0.4;768.61
0;369;8681;0.451;766.0
0;410;8679;0.501;766.87
0;451;8679;0.551;766.87
0;492;8669;0.601;771.23
0;533;8661;0.651;774.72
0;574;8637;0.701;785.24
0;615;8577;0.751;811.79
0;656;8492;0.801;850.04
0;697;7645;0.851;1277.7
0;738;6168;0.901;2304.44
0;779;6455;0.951;2068.15
0;820;4112;1.001;4961.66
1;0;4315;-0.0;4586.63
1;41;4298;-0.05;4616.68
1;82;4304;-0.1;4606.05
1;123;4305;-0.15;4604.28
1;164;4333;-0.2;4555.07
1;205;4321;-0.25;4576.08
1;246;4232;-0.3;4735.62
1;287;4211;-0.35;4774.25
1;328;4237;-0.4;4726.48
1;369;4350;-0.451;4525.51
1;410;4233;-0.501;4733.79
1;451;4155;-0.551;4879.16
1;492;4238;-0.601;4724.66
1;533;3992;-0.651;5201.29
1;574;4299;-0.701;4614.91
1;615;4407;-0.751;4428.05
1;656;5004;-0.801;3540.65
1;697;7220;-0.851;1530.09
1;738;7820;-0.901;1181.75
1;779;8172;-0.951;1001.19
1;820;8455;-1.001;866.93
1;861;8586;-1.051;807.78
1;902;8713;-1.101;752.13
1;943;8779;-1.151;723.85
1;984;8828;-1.201;703.13
1;983;8864;-1.2;688.04
1;942;8878;-1.15;682.21
1;901;8872;-1.1;684.71
1;860;8885;-1.05;679.3
1;819;8882;-1.0;680.55
1;778;8876;-0.95;683.05
1;737;8885;-0.9;679.3
1;696;8882;-0.85;680.55
1;655;8874;-0.8;683.88
1;614;8886;-0.75;678.89
1;573;8882;-0.7;680.55
1;532;8877;-0.65;682.63
1;491;8886;-0.6;678.89
1;450;8887;-0.549;678.47
1;409;8887;-0.499;678.47
1;368;8864;-0.449;688.04
1;327;8897;-0.399;674.33
1;286;8891;-0.349;676.81
1;245;8890;-0.299;677.23
1;204;8885;-0.249;679.3
1;163;8888;-0.199;678.06
1;122;8884;-0.149;679.72
1;81;8880;-0.099;681.38
1;40;8888;-0.049;678.06
1;-1;8886;0.001;678.89
0;0;8886;0.0;678.89
0;41;8882;0.05;680.55
0;82;8880;0.1;681.38
0;123;8893;0.15;675.99
0;164;8894;0.2;675.57
0;205;8880;0.25;681.38
0;246;8884;0.3;679.72
0;287;8882;0.35;680.55
0;328;8889;0.4;677.64
0;369;8894;0.451;675.57
0;410;8882;0.501;680.55
0;451;8871;0.551;685.13
0;492;8881;0.601;680.97
0;533;8890;0.651;677.23
0;574;8883;0.701;680.13
0;615;8894;0.751;675.57
0;656;8885;0.801;679.3
0;697;8842;0.851;697.25
0;738;8833;0.901;701.02
0;779;7187;0.951;1550.94
0;820;6974;1.001;1690.24
0;861;2870;1.051;8411.42
0;902;2518;1.101;10008.06
0;943;3001;1.151;7912.85
0;984;2377;1.201;10780.27
0;983;2296;1.2;11266.77
0;942;2227;1.15;11709.11
0;901;2123;1.1;12430.16
0;860;2235;1.05;11656.43
0;819;2080;1.0;12749.36
0;778;2117;0.95;12473.92
0;737;2121;0.9;12444.72
0;696;2119;0.85;12459.31
0;655;2136;0.8;12336.19
0;614;2084;0.75;12719.11
0;573;2066;0.7;12856.15
0;532;2060;0.65;12902.36
0;491;2027;0.6;13161.42
0;450;2055;0.549;12941.08
0;409;2044;0.499;13026.92
0;368;2022;0.449;13201.41
0;327;2040;0.399;13058.37
0;286;2034;0.349;13105.77
0;245;2017;0.299;13241.6
0;204;2000;0.249;13379.73
0;163;1993;0.199;13437.3
0;122;2015;0.149;13257.73
0;81;1992;0.099;13445.56
0;40;1999;0.049;13387.93
0;-1;469;-0.001;66882.26
1;0;456;-0.0;68874.8
1;41;453;-0.05;69350.86
1;82;441;-0.1;71319.86
1;123;431;-0.15;73044.45
1;164;431;-0.2;73044.45
1;205;420;-0.25;75036.35
1;246;432;-0.3;72868.4
1;287;434;-0.35;72518.73
1;328;451;-0.4;69671.75
1;369;587;-0.451;52832.37
1;410;596;-0.501;51989.11
1;451;1051;-0.551;28178.84
1;492;585;-0.601;53023.28
1;533;634;-0.651;48692.63
1;574;590;-0.701;52548.42
1;615;582;-0.751;53312.11
1;656;806;-0.801;37659.32
1;697;648;-0.851;47575.6
1;738;4832;-0.901;3773.83
1;779;6455;-0.951;2068.15
1;820;7656;-1.001;1271.54
1;861;7454;-1.051;1387.57
1;902;7456;-1.101;1386.39
1;943;7572;-1.151;1319.04
1;984;7663;-1.201;1267.63
1;983;7703;-1.2;1245.42
1;942;7657;-1.15;1270.98
1;901;7658;-1.1;1270.42
1;860;7714;-1.05;1239.35
1;819;7704;-1.0;1244.86
1;778;7696;-0.95;1249.29
1;737;7713;-0.9;1239.9
1;696;7703;-0.85;1245.42
1;655;7698;-0.8;1248.18
1;614;7684;-0.75;1255.94
1;573;7703;-0.7;1245.42
1;532;7684;-0.65;1255.94
1;491;7668;-0.6;1264.84
1;450;7666;-0.549;1265.95
1;409;7692;-0.499;1251.5
1;368;7678;-0.449;1259.27
1;327;7673;-0.399;1262.05
1;286;7692;-0.349;1251.5
1;245;7674;-0.299;1261.5
1;204;7662;-0.249;1268.19
1;163;7676;-0.199;1260.38
1;122;7671;-0.149;1263.17
1;81;7678;-0.099;1259.27
1;40;7693;-0.049;1250.95
1;-1;7685;0.001;1255.38
0;0;7675;0.0;1260.94
0;41;7680;0.05;1258.16
0;82;7697;0.1;1248.73
0;123;7687;0.15;1254.27
0;164;7676;0.2;1260.38
0;205;7669;0.25;1264.28
0;246;7692;0.3;1251.5
0;287;7665;0.35;1266.51
0;328;7680;0.4;1258.16
0;369;7680;0.451;1258.16
0;410;7681;0.501;1257.6
0;451;7668;0.551;1264.84
0;492;7692;0.601;1251.5
0;533;7708;0.651;1242.66
0;574;7697;0.701;1248.73
0;615;7721;0.751;1235.5
0;656;7805;0.801;1189.8
0;697;8083;0.851;1045.36
0;738;8255;0.901;960.86
0;779;7595;0.951;1305.93
0;820;3298;1.001;6929.2
0;861;3101;1.051;7560.61
0;902;2315;1.101;11149.6
0;943;2677;1.151;9234.85
0;984;1438;1.201;19785.18
0;983;1706;1.2;16204.23
0;942;1466;1.15;19349.8
0;901;1552;1.1;18110.79
0;860;1982;1.05;13528.58
0;819;1875;1.0;14472.38
0;778;1425;0.95;19993.14
0;737;1648;0.9;16880.45
0;696;1525;0.85;18484.73
0;655;1758;0.8;15635.89
0;614;1514;0.75;18640.9
0;573;1410;0.7;20237.85
0;532;1405;0.65;20320.58
0;491;1336;0.6;21525.53
0;450;1461;0.549;19426.32
0;409;1682;0.499;16478.39
0;368;1397;0.449;20454.19
0;327;1345;0.399;21361.35
0;286;1347;0.349;21325.17
0;245;1413;0.299;20188.49
0;204;1408;0.249;20270.87
0;163;1396;0.199;20470.99
0;122;1403;0.149;20353.84
0;81;1393;0.099;20521.56
0;40;1409;0.049;20254.35
0;-1;447;-0.001;70322.14
1;0;338;-0.0;93970.68
1;41;322;-0.05;98789.59
1;82;345;-0.1;92002.95
1;123;327;-0.15;97233.02
1;164;313;-0.2;101716.74
1;205;318;-0.25;100070.09
1;246;299;-0.3;106620.33
1;287;272;-0.35;117502.75
1;328;300;-0.4;106254.9
1;369;278;-0.451;114901.76
1;410;308;-0.501;103416.85
1;451;338;-0.551;93970.68
1;492;437;-0.601;72000.23
1;533;538;-0.651;57918.38
1;574;447;-0.701;70322.14
1;615;421;-0.751;74850.97
1;656;455;-0.801;69032.79
1;697;455;-0.851;69032.79
1;738;1069;-0.901;27653.68
1;779;1361;-0.951;21074.84
1;820;1279;-1.001;22618.98
1;861;5153;-1.051;3351.24
1;902;4666;-1.101;4015.18
1;943;7443;-1.151;1394.07
1;984;7366;-1.201;1440.1
1;983;7382;-1.2;1430.46
1;942;7408;-1.15;1414.87
1;901;7457;-1.1;1385.8
1;860;7410;-1.05;1413.68
1;819;7402;-1.0;1418.46
1;778;7416;-0.95;1410.1
1;737;7400;-0.9;1419.66
1;696;7391;-0.85;1425.05
1;655;7402;-0.8;1418.46
1;614;7383;-0.75;1429.86
1;573;7384;-0.7;1429.26
1;532;7395;-0.65;1422.65
1;491;7398;-0.6;1420.86
1;450;7404;-0.549;1417.26
1;409;7395;-0.499;1422.65
1;368;7408;-0.449;1414.87
1;327;7400;-0.399;1419.66
1;286;7406;-0.349;1416.07
1;245;7403;-0.299;1417.86
1;204;7396;-0.249;1422.05
1;163;7407;-0.199;1415.47
1;122;7397;-0.149;1421.45
1;81;7400;-0.099;1419.66
1;40;7392;-0.049;1424.45
1;-1;7394;0.001;1423.25
0;0;7392;0.0;1424.45
0;41;7395;0.05;1422.65
0;82;7395;0.1;1422.65
0;123;7400;0.15;1419.66
0;164;7391;0.2;1425.05
0;205;7391;0.25;1425.05
0;246;7398;0.3;1420.86
0;287;7402;0.35;1418.46
0;328;7390;0.4;1425.65
0;369;7398;0.451;1420.86
0;410;7391;0.501;1425.05
0;451;7392;0.551;1424.45
0;492;7422;0.601;1406.53
0;533;7406;0.651;1416.07
0;574;7416;0.701;1410.1
0;615;7446;0.751;1392.29
0;656;7539;0.801;1337.99
0;697;7935;0.851;1121.0
0;738;8149;0.901;1012.51
0;779;7389;0.951;1426.25
0;820;6761;1.001;1838.32
0;861;5203;1.051;3290.11
0;902;4194;1.101;4805.8
0;943;3401;1.151;6628.19
0;984;3575;1.201;6159.08
0;983;3272;1.2;7008.18
0;942;2931;1.15;8173.72
0;901;2997;1.1;7927.43
0;860;2982;1.05;7982.44
0;819;2716;1.0;9059.02
0;778;2817;0.95;8626.3
0;737;2857;0.9;8463.39
0;696;2960;0.85;8064.14
0;655;2871;0.8;8407.44
0;614;2873;0.75;8399.49
0;573;2864;0.7;8435.35
0;532;2877;0.65;8383.63
0;491;2864;0.6;8435.35
0;450;2860;0.549;8451.35
0;409;2839;0.499;8536.13
0;368;2862;0.449;8443.34
0;327;2856;0.399;8467.41
0;286;2865;0.349;8431.35
0;245;2857;0.299;8463.39
0;204;2845;0.249;8511.78
0;163;2858;0.199;8459.37
0;122;2854;0.149;8475.45
0;81;2849;0.099;8495.61
0;40;2850;0.049;8491.57
0;-1;99;-0.001;328095.75
