sign;dac;adc;vol;res
1;0;10518;-0.0;106.51
0;0;10523;0.0;105.03
0;41;10521;0.05;105.62
0;82;10517;0.1;106.81
0;123;10526;0.15;104.14
0;164;10526;0.2;104.14
0;205;10514;0.25;107.7
0;246;10519;0.3;106.22
0;287;10520;0.35;105.92
0;328;10523;0.4;105.03
0;369;10524;0.451;104.73
0;410;10523;0.501;105.03
0;451;10525;0.551;104.44
0;492;10518;0.601;106.51
0;533;10515;0.651;107.4
0;574;10521;0.701;105.62
0;615;10523;0.751;105.03
0;656;10523;0.801;105.03
0;697;10524;0.851;104.73
0;738;10517;0.901;106.81
0;779;10517;0.951;106.81
0;820;10521;1.001;105.62
0;861;10521;1.051;105.62
0;902;10519;1.101;106.22
0;943;10521;1.151;105.62
0;984;10515;1.201;107.4
0;1025;10527;1.252;103.85
0;1066;10520;1.302;105.92
0;1107;10519;1.352;106.22
0;1148;10516;1.402;107.1
0;1189;10524;1.452;104.73
0;1230;10524;1.502;104.73
0;1271;10523;1.552;105.03
0;1312;10523;1.602;105.03
0;1353;10519;1.652;106.22
0;1394;10518;1.702;106.51
0;1435;10524;1.752;104.73
0;1476;10525;1.802;104.44
0;1517;10517;1.852;106.81
0;1558;10522;1.902;105.33
0;1599;10520;1.952;105.92
0;1640;10523;2.002;105.03
0;1681;10523;2.053;105.03
0;1722;10524;2.103;104.73
0;1763;10524;2.153;104.73
0;1804;10520;2.203;105.92
0;1802;10521;2.2;105.62
0;1761;10523;2.15;105.03
0;1720;10518;2.1;106.51
0;1679;10515;2.05;107.4
0;1638;10519;2.0;106.22
0;1597;10520;1.95;105.92
0;1556;10523;1.9;105.03
0;1515;10516;1.85;107.1
0;1474;10518;1.8;106.51
0;1433;10517;1.75;106.81
0;1392;10516;1.7;107.1
0;1351;10522;1.65;105.33
0;1310;10519;1.6;106.22
0;1269;10521;1.549;105.62
0;1228;10516;1.499;107.1
0;1187;10517;1.449;106.81
0;1146;10519;1.399;106.22
0;1105;10520;1.349;105.92
0;1064;10521;1.299;105.62
0;1023;10518;1.249;106.51
0;982;10522;1.199;105.33
0;941;10520;1.149;105.92
0;900;10520;1.099;105.92
0;859;10521;1.049;105.62
0;818;10521;0.999;105.62
0;777;10520;0.949;105.92
0;736;10520;0.899;105.92
0;695;10518;0.849;106.51
0;654;10524;0.799;104.73
0;613;10519;0.748;106.22
0;572;10518;0.698;106.51
0;531;10519;0.648;106.22
0;490;10518;0.598;106.51
0;449;10519;0.548;106.22
0;408;10519;0.498;106.22
0;367;10517;0.448;106.81
0;326;10521;0.398;105.62
0;285;10521;0.348;105.62
0;244;10518;0.298;106.51
0;203;10523;0.248;105.03
0;162;10523;0.198;105.03
0;121;10518;0.148;106.51
0;80;10521;0.098;105.62
0;39;10522;0.048;105.33
0;-2;10517;-0.002;106.81
0;0;10522;0.0;105.33
0;41;10521;0.05;105.62
0;82;10519;0.1;106.22
0;123;10518;0.15;106.51
0;164;10518;0.2;106.51
0;205;10519;0.25;106.22
0;246;10521;0.3;105.62
0;287;10516;0.35;107.1
0;328;10519;0.4;106.22
0;369;10523;0.451;105.03
0;410;10526;0.501;104.14
0;451;10522;0.551;105.33
0;492;10515;0.601;107.4
0;533;10522;0.651;105.33
0;574;10526;0.701;104.14
0;615;10521;0.751;105.62
0;656;10520;0.801;105.92
0;697;10516;0.851;107.1
0;738;10518;0.901;106.51
0;779;10519;0.951;106.22
0;820;10517;1.001;106.81
0;861;10522;1.051;105.33
0;902;10520;1.101;105.92
0;943;10515;1.151;107.4
0;984;10518;1.201;106.51
0;1025;10519;1.252;106.22
0;1066;10519;1.302;106.22
0;1107;10522;1.352;105.33
0;1148;10521;1.402;105.62
0;1189;10518;1.452;106.51
0;1230;10522;1.502;105.33
0;1271;10518;1.552;106.51
0;1312;10519;1.602;106.22
0;1353;10517;1.652;106.81
0;1394;10516;1.702;107.1
0;1435;10515;1.752;107.4
0;1476;10521;1.802;105.62
0;1517;10522;1.852;105.33
0;1558;10518;1.902;106.51
0;1599;10522;1.952;105.33
0;1640;10516;2.002;107.1
0;1681;10520;2.053;105.92
0;1722;10522;2.103;105.33
0;1763;10520;2.153;105.92
0;1804;10519;2.203;106.22
0;1802;10521;2.2;105.62
0;1761;10521;2.15;105.62
0;1720;10523;2.1;105.03
0;1679;10524;2.05;104.73
0;1638;10518;2.0;106.51
0;1597;10517;1.95;106.81
0;1556;10518;1.9;106.51
0;1515;10520;1.85;105.92
0;1474;10523;1.8;105.03
0;1433;10522;1.75;105.33
0;1392;10522;1.7;105.33
0;1351;10523;1.65;105.03
0;1310;10522;1.6;105.33
0;1269;10521;1.549;105.62
0;1228;10525;1.499;104.44
0;1187;10521;1.449;105.62
0;1146;10522;1.399;105.33
0;1105;10520;1.349;105.92
0;1064;10523;1.299;105.03
0;1023;10522;1.249;105.33
0;982;10523;1.199;105.03
0;941;10519;1.149;106.22
0;900;10518;1.099;106.51
0;859;10522;1.049;105.33
0;818;10522;0.999;105.33
0;777;10517;0.949;106.81
0;736;10522;0.899;105.33
0;695;10519;0.849;106.22
0;654;10521;0.799;105.62
0;613;10516;0.748;107.1
0;572;10522;0.698;105.33
0;531;10517;0.648;106.81
0;490;10522;0.598;105.33
0;449;10521;0.548;105.62
0;408;10520;0.498;105.92
0;367;10520;0.448;105.92
0;326;10521;0.398;105.62
0;285;10521;0.348;105.62
0;244;10521;0.298;105.62
0;203;10521;0.248;105.62
0;162;10518;0.198;106.51
0;121;10517;0.148;106.81
0;80;10521;0.098;105.62
0;39;10523;0.048;105.03
0;-2;10522;-0.002;105.33
1;0;10522;-0.0;105.33
1;41;10519;-0.05;106.22
1;82;10522;-0.1;105.33
1;123;10522;-0.15;105.33
1;164;10515;-0.2;107.4
1;163;10521;-0.199;105.62
1;122;10514;-0.149;107.7
1;81;10519;-0.099;106.22
1;40;10514;-0.049;107.7
1;-1;10520;0.001;105.92
0;0;10517;0.0;106.81
0;41;10516;0.05;107.1
0;82;10516;0.1;107.1
0;123;10524;0.15;104.73
0;164;10520;0.2;105.92
0;205;10521;0.25;105.62
0;246;10521;0.3;105.62
0;287;10520;0.35;105.92
0;328;10517;0.4;106.81
0;369;10517;0.451;106.81
0;410;10523;0.501;105.03
0;451;10526;0.551;104.14
0;492;10518;0.601;106.51
0;533;10527;0.651;103.85
0;574;10522;0.701;105.33
0;615;10520;0.751;105.92
0;656;10520;0.801;105.92
0;697;10520;0.851;105.92
0;738;10525;0.901;104.44
0;779;10514;0.951;107.7
0;820;10523;1.001;105.03
0;861;10523;1.051;105.03
0;902;10522;1.101;105.33
0;943;10525;1.151;104.44
0;984;10523;1.201;105.03
0;983;10519;1.2;106.22
0;942;10524;1.15;104.73
0;901;10517;1.1;106.81
0;860;10525;1.05;104.44
0;819;10520;1.0;105.92
0;778;10522;0.95;105.33
0;737;10521;0.9;105.62
0;696;10522;0.85;105.33
0;655;10520;0.8;105.92
0;614;10523;0.75;105.03
0;573;10522;0.7;105.33
0;532;10520;0.65;105.92
0;491;10521;0.6;105.62
0;450;10523;0.549;105.03
0;409;10519;0.499;106.22
0;368;10520;0.449;105.92
0;327;10515;0.399;107.4
0;286;10514;0.349;107.7
0;245;10519;0.299;106.22
0;204;10521;0.249;105.62
0;163;10516;0.199;107.1
0;122;10519;0.149;106.22
