sign;dac;adc;vol;res
1;0;218;-0.0;147354.54
1;8;201;-0.01;160071.93
1;16;200;-0.02;160887.34
1;24;200;-0.029;160887.34
1;32;206;-0.039;156113.63
1;40;207;-0.049;155344.92
1;48;214;-0.059;150165.09
1;56;202;-0.068;159264.6
1;64;202;-0.078;159264.6
1;72;214;-0.088;150165.09
1;80;205;-0.098;156889.85
1;88;206;-0.107;156113.63
1;96;205;-0.117;156889.85
1;104;208;-0.127;154583.6
1;112;215;-0.137;149452.65
1;120;210;-0.147;153082.71
1;128;213;-0.156;150884.22
1;136;214;-0.166;150165.09
1;144;214;-0.176;150165.09
1;152;201;-0.186;160071.93
1;160;216;-0.195;148746.8
1;168;214;-0.205;150165.09
1;176;208;-0.215;154583.6
1;184;212;-0.225;151610.14
1;192;211;-0.234;152342.93
1;200;214;-0.244;150165.09
1;208;210;-0.254;153082.71
1;216;209;-0.264;153829.56
1;224;211;-0.274;152342.93
1;232;206;-0.283;156113.63
1;240;211;-0.293;152342.93
1;248;213;-0.303;150884.22
1;256;214;-0.313;150165.09
1;264;207;-0.322;155344.92
1;272;197;-0.332;163383.24
1;280;211;-0.342;152342.93
1;288;206;-0.352;156113.63
1;296;207;-0.361;155344.92
1;304;207;-0.371;155344.92
1;312;210;-0.381;153082.71
1;320;204;-0.391;157673.67
1;328;208;-0.4;154583.6
1;336;213;-0.41;150884.22
1;344;212;-0.42;151610.14
1;352;205;-0.43;156889.85
1;360;197;-0.44;163383.24
1;368;213;-0.449;150884.22
1;376;206;-0.459;156113.63
1;384;211;-0.469;152342.93
1;392;202;-0.479;159264.6
1;400;190;-0.488;169513.52
1;408;200;-0.498;160887.34
1;416;201;-0.508;160071.93
1;424;204;-0.518;157673.67
1;432;220;-0.527;145987.59
1;440;205;-0.537;156889.85
1;448;207;-0.547;155344.92
1;456;213;-0.557;150884.22
1;464;216;-0.567;148746.8
1;472;219;-0.576;146667.94
1;480;216;-0.586;148746.8
1;488;219;-0.596;146667.94
1;496;197;-0.606;163383.24
1;504;203;-0.615;158465.22
1;512;190;-0.625;169513.52
1;520;198;-0.635;162542.87
1;528;200;-0.645;160887.34
1;536;212;-0.654;151610.14
1;544;210;-0.664;153082.71
1;552;210;-0.674;153082.71
1;560;203;-0.684;158465.22
1;568;206;-0.694;156113.63
1;576;209;-0.703;153829.56
1;584;205;-0.713;156889.85
1;592;197;-0.723;163383.24
1;600;202;-0.733;159264.6
1;608;207;-0.742;155344.92
1;616;204;-0.752;157673.67
1;624;207;-0.762;155344.92
1;632;210;-0.772;153082.71
1;640;214;-0.781;150165.09
1;648;214;-0.791;150165.09
1;656;206;-0.801;156113.63
1;664;203;-0.811;158465.22
1;672;193;-0.821;166831.81
1;680;210;-0.83;153082.71
1;688;197;-0.84;163383.24
1;696;206;-0.85;156113.63
1;704;199;-0.86;161710.95
1;712;208;-0.869;154583.6
1;720;198;-0.879;162542.87
1;728;216;-0.889;148746.8
1;736;206;-0.899;156113.63
1;744;199;-0.908;161710.95
1;752;186;-0.918;173223.7
1;760;193;-0.928;166831.81
1;768;193;-0.938;166831.81
1;776;185;-0.947;174176.32
1;784;198;-0.957;162542.87
