sign;dac;adc;vol;res
1;0;72;-0.0;452260.4
1;8;68;-0.01;479041.01
1;16;75;-0.02;434049.58
1;24;70;-0.029;465268.13
1;32;69;-0.039;472054.77
1;40;71;-0.049;458672.66
1;48;65;-0.059;501289.52
1;56;69;-0.068;472054.77
1;64;67;-0.078;486235.8
1;72;62;-0.088;525691.11
1;80;68;-0.098;479041.01
1;88;69;-0.107;472054.77
1;96;69;-0.117;472054.77
1;104;76;-0.127;428298.8
1;112;67;-0.137;486235.8
1;120;65;-0.147;501289.52
1;128;67;-0.156;486235.8
1;136;69;-0.166;472054.77
1;144;75;-0.176;434049.58
1;152;75;-0.186;434049.58
1;160;73;-0.195;446023.82
1;168;76;-0.205;428298.8
1;176;69;-0.215;472054.77
1;184;68;-0.225;479041.01
1;192;75;-0.234;434049.58
1;200;72;-0.244;452260.4
1;208;73;-0.254;446023.82
1;216;65;-0.264;501289.52
1;224;73;-0.274;446023.82
1;232;69;-0.283;472054.77
1;240;68;-0.293;479041.01
1;248;68;-0.303;479041.01
1;256;72;-0.313;452260.4
1;264;73;-0.322;446023.82
1;272;77;-0.332;422697.39
1;280;68;-0.342;479041.01
1;288;69;-0.352;472054.77
1;296;69;-0.361;472054.77
1;304;72;-0.371;452260.4
1;312;72;-0.381;452260.4
1;320;73;-0.391;446023.82
1;328;66;-0.4;493648.62
1;336;72;-0.41;452260.4
1;344;71;-0.42;458672.66
1;352;73;-0.43;446023.82
1;360;73;-0.44;446023.82
1;368;70;-0.449;465268.13
1;376;75;-0.459;434049.58
1;384;76;-0.469;428298.8
1;392;73;-0.479;446023.82
1;400;76;-0.488;428298.8
1;408;72;-0.498;452260.4
1;416;69;-0.508;472054.77
1;424;68;-0.518;479041.01
1;432;76;-0.527;428298.8
1;440;75;-0.537;434049.58
1;448;72;-0.547;452260.4
1;456;73;-0.557;446023.82
1;464;68;-0.567;479041.01
1;472;75;-0.576;434049.58
1;480;70;-0.586;465268.13
1;488;76;-0.596;428298.8
1;496;79;-0.606;411919.98
1;504;71;-0.615;458672.66
1;512;68;-0.625;479041.01
1;520;74;-0.635;439955.79
1;528;76;-0.645;428298.8
1;536;76;-0.654;428298.8
1;544;74;-0.664;439955.79
1;552;80;-0.674;406733.36
1;560;69;-0.684;472054.77
1;568;72;-0.694;452260.4
1;576;70;-0.703;465268.13
1;584;68;-0.713;479041.01
1;592;74;-0.723;439955.79
1;600;81;-0.733;401674.8
1;608;79;-0.742;411919.98
1;616;79;-0.752;411919.98
1;624;73;-0.762;446023.82
1;632;71;-0.772;458672.66
1;640;70;-0.781;465268.13
1;648;66;-0.791;493648.62
1;656;70;-0.801;465268.13
1;664;69;-0.811;472054.77
1;672;66;-0.821;493648.62
1;680;69;-0.83;472054.77
1;688;66;-0.84;493648.62
1;696;66;-0.85;493648.62
1;704;69;-0.86;472054.77
1;712;69;-0.869;472054.77
1;720;69;-0.879;472054.77
1;728;66;-0.889;493648.62
1;736;69;-0.899;472054.77
1;744;69;-0.908;472054.77
1;752;78;-0.918;417239.6
1;760;63;-0.928;517299.03
1;768;56;-0.938;582337.66
1;776;59;-0.947;552574.22
1;784;54;-0.957;604017.2
1;792;59;-0.967;552574.22
1;800;60;-0.977;543314.48
1;808;63;-0.987;517299.03
1;816;58;-0.996;562153.26
1;824;68;-1.006;479041.01
1;832;62;-1.016;525691.11
1;840;61;-1.026;534358.34
1;848;72;-1.035;452260.4
1;856;62;-1.045;525691.11
1;864;66;-1.055;493648.62
1;872;74;-1.065;439955.79
1;880;81;-1.074;401674.8
1;888;60;-1.084;543314.48
1;896;9775;-1.094;343.4
1;559;9778;-0.683;342.37
1;551;9775;-0.673;343.4
1;543;9775;-0.663;343.4
1;535;9777;-0.653;342.71
1;527;9782;-0.643;341.0
1;519;9773;-0.634;344.08
1;511;9772;-0.624;344.43
1;503;9771;-0.614;344.77
1;495;9778;-0.604;342.37
1;487;9774;-0.595;343.74
1;479;9779;-0.585;342.03
1;471;9777;-0.575;342.71
1;463;9780;-0.565;341.68
1;455;9780;-0.556;341.68
1;447;9770;-0.546;345.11
1;439;9777;-0.536;342.71
1;431;9779;-0.526;342.03
1;423;9776;-0.516;343.06
1;415;9777;-0.507;342.71
1;407;9775;-0.497;343.4
1;399;9773;-0.487;344.08
1;391;9777;-0.477;342.71
1;383;9769;-0.468;345.46
1;375;9772;-0.458;344.43
1;367;9768;-0.448;345.8
1;359;9755;-0.438;350.27
1;351;9756;-0.429;349.93
1;343;9768;-0.419;345.8
1;335;9779;-0.409;342.03
1;327;9777;-0.399;342.71
1;319;9771;-0.389;344.77
1;311;9775;-0.38;343.4
1;303;9771;-0.37;344.77
1;295;9775;-0.36;343.4
1;287;9774;-0.35;343.74
1;279;9779;-0.341;342.03
1;271;9778;-0.331;342.37
1;263;9768;-0.321;345.8
1;255;9780;-0.311;341.68
1;247;9776;-0.302;343.06
1;239;9767;-0.292;346.15
1;231;9778;-0.282;342.37
1;223;9771;-0.272;344.77
1;215;9774;-0.263;343.74
1;207;9777;-0.253;342.71
1;199;9776;-0.243;343.06
1;191;9778;-0.233;342.37
1;183;9772;-0.223;344.43
1;175;9777;-0.214;342.71
1;167;9777;-0.204;342.71
1;159;9771;-0.194;344.77
1;151;9776;-0.184;343.06
1;143;9775;-0.175;343.4
1;135;9776;-0.165;343.06
1;127;9777;-0.155;342.71
1;119;9774;-0.145;343.74
1;111;9775;-0.136;343.4
1;103;9767;-0.126;346.15
1;95;9774;-0.116;343.74
1;87;9779;-0.106;342.03
1;79;9777;-0.096;342.71
1;71;9779;-0.087;342.03
1;63;9781;-0.077;341.34
1;55;9774;-0.067;343.74
1;47;9777;-0.057;342.71
1;39;9776;-0.048;343.06
1;31;9773;-0.038;344.08
1;23;9776;-0.028;343.06
1;15;9782;-0.018;341.0
1;7;9773;-0.009;344.08
1;-1;9774;0.001;343.74
0;0;9781;0.0;341.34
0;8;9780;0.01;341.68
0;16;9777;0.02;342.71
0;24;9779;0.029;342.03
0;32;9777;0.039;342.71
0;40;9777;0.049;342.71
0;48;9771;0.059;344.77
0;56;9781;0.068;341.34
0;64;9774;0.078;343.74
0;72;9778;0.088;342.37
0;80;9767;0.098;346.15
0;88;9779;0.107;342.03
0;96;9772;0.117;344.43
0;104;9778;0.127;342.37
0;112;9778;0.137;342.37
0;120;9778;0.147;342.37
0;128;9777;0.156;342.71
0;136;9771;0.166;344.77
0;144;9779;0.176;342.03
0;152;9778;0.186;342.37
0;160;9776;0.195;343.06
0;168;9773;0.205;344.08
0;176;9775;0.215;343.4
0;184;9769;0.225;345.46
0;192;9775;0.234;343.4
0;200;9778;0.244;342.37
0;208;9780;0.254;341.68
0;216;9771;0.264;344.77
0;224;9780;0.274;341.68
0;232;9779;0.283;342.03
0;240;9780;0.293;341.68
0;248;9780;0.303;341.68
0;256;9781;0.313;341.34
0;264;9775;0.322;343.4
0;272;9775;0.332;343.4
0;280;9781;0.342;341.34
0;288;9773;0.352;344.08
0;296;9778;0.361;342.37
0;304;9787;0.371;339.29
0;312;9780;0.381;341.68
0;320;9787;0.391;339.29
0;328;9781;0.4;341.34
0;336;9783;0.41;340.66
0;344;9780;0.42;341.68
0;352;9778;0.43;342.37
0;360;9784;0.44;340.31
0;368;9783;0.449;340.66
0;376;9779;0.459;342.03
0;384;9778;0.469;342.37
0;392;9787;0.479;339.29
0;400;9784;0.488;340.31
0;408;9785;0.498;339.97
0;416;9784;0.508;340.31
0;424;9779;0.518;342.03
0;432;9772;0.527;344.43
0;440;9786;0.537;339.63
0;448;9784;0.547;340.31
0;456;9785;0.557;339.97
0;464;9783;0.567;340.66
0;472;9782;0.576;341.0
0;480;9786;0.586;339.63
0;488;9780;0.596;341.68
0;496;9790;0.606;338.26
0;504;9782;0.615;341.0
0;512;9793;0.625;337.23
0;520;9787;0.635;339.29
0;528;9793;0.645;337.23
0;536;9790;0.654;338.26
0;544;9783;0.664;340.66
0;552;9787;0.674;339.29
0;560;9789;0.684;338.6
0;568;9789;0.694;338.6
0;576;9793;0.703;337.23
0;584;9791;0.713;337.92
0;592;9794;0.723;336.89
0;600;9784;0.733;340.31
0;608;9782;0.742;341.0
0;616;9784;0.752;340.31
0;624;9782;0.762;341.0
0;632;9779;0.772;342.03
0;640;9783;0.781;340.66
0;648;9775;0.791;343.4
0;656;9771;0.801;344.77
0;664;9773;0.811;344.08
0;672;9763;0.821;347.52
0;680;9766;0.83;346.49
0;688;9760;0.84;348.55
0;696;9755;0.85;350.27
0;704;9744;0.86;354.07
0;712;9740;0.869;355.45
0;720;9728;0.879;359.6
0;728;9718;0.889;363.07
0;736;9703;0.899;368.28
0;744;9682;0.908;375.61
0;752;9641;0.918;390.01
0;760;9571;0.928;414.87
0;768;9419;0.938;470.14
0;776;9235;0.947;539.48
0;784;8977;0.957;641.49
0;792;8747;0.967;737.51
0;800;8650;0.977;779.53
0;808;8530;0.987;832.85
0;816;8445;0.996;871.52
0;824;8280;1.006;948.87
0;832;8453;1.016;867.85
0;840;8351;1.026;915.21
0;848;8101;1.035;1036.35
0;856;8215;1.045;980.2
0;864;8357;1.055;912.4
0;872;8055;1.065;1059.46
0;880;8253;1.074;961.82
0;888;8038;1.084;1068.06
0;896;5962;1.094;2488.07
0;904;6198;1.104;2278.72
0;912;4397;1.114;4444.96
0;920;4349;1.123;4527.24
0;928;4502;1.133;4271.09
0;936;4274;1.143;4659.51
0;944;4258;1.153;4688.33
0;952;4361;1.162;4506.5
0;960;4493;1.172;4285.68
0;968;4464;1.182;4333.07
0;976;4290;1.192;4630.9
0;984;4260;1.201;4684.71
0;992;4917;1.211;3656.56
0;1000;4945;1.221;3618.81
0;1008;5398;1.231;3062.52
0;1016;5308;1.241;3165.48
0;1024;5520;1.25;2928.31
0;1032;3847;1.26;5510.79
0;1040;3606;1.27;6080.26
0;1048;3448;1.28;6496.81
0;1056;3875;1.289;5449.22
0;1064;3448;1.299;6496.81
0;1072;2850;1.309;8491.57
0;1080;3191;1.319;7262.48
0;1088;2974;1.328;8012.01
0;1096;2765;1.338;8845.14
0;1104;3036;1.348;7786.93
0;1112;2772;1.358;8815.21
0;1120;2833;1.368;8560.59
0;1128;3015;1.377;7862.13
0;1136;3004;1.387;7901.94
0;1144;2922;1.397;8208.16
0;1152;2965;1.407;8045.47
0;1147;3012;1.4;7872.96
0;1139;2746;1.391;8927.17
0;1131;3008;1.381;7887.43
0;1123;3538;1.371;6254.97
0;1115;3119;1.361;7499.61
0;1107;3635;1.352;6007.74
0;1099;3589;1.342;6123.32
0;1091;3194;1.332;7252.83
0;1083;3374;1.322;6705.31
0;1075;3038;1.313;7779.82
0;1067;3238;1.303;7113.37
0;1059;3089;1.293;7601.68
0;1051;3024;1.283;7829.77
0;1043;2950;1.274;8101.68
0;1035;2921;1.264;8212.0
0;1027;3039;1.254;7776.27
0;1019;3085;1.244;7615.44
0;1011;2929;1.234;8181.35
0;1003;3036;1.225;7786.93
0;995;2921;1.215;8212.0
0;987;2865;1.205;8431.35
0;979;2921;1.195;8212.0
0;971;2769;1.186;8828.02
0;963;3077;1.176;7643.06
0;955;2801;1.166;8692.77
0;947;2811;1.156;8651.14
0;939;3261;1.147;7041.97
0;931;2987;1.137;7964.04
0;923;2906;1.127;8269.93
0;915;2948;1.117;8109.22
0;907;2850;1.107;8491.57
0;899;2847;1.098;8503.69
0;891;2883;1.088;8359.92
0;883;2833;1.078;8560.59
0;875;2885;1.068;8352.03
0;867;2905;1.059;8273.81
0;859;2843;1.049;8519.89
0;851;2818;1.039;8622.17
0;843;2795;1.029;8717.9
0;835;2795;1.02;8717.9
0;827;3020;1.01;7844.13
0;819;2955;1.0;8082.88
0;811;2816;0.99;8630.44
0;803;2759;0.98;8870.92
0;795;2667;0.971;9280.76
0;787;2725;0.961;9019.16
0;779;2749;0.951;8914.14
0;771;2860;0.941;8451.35
0;763;2729;0.932;9001.53
0;755;2730;0.922;8997.13
0;747;2722;0.912;9032.42
0;739;2741;0.902;8948.95
0;731;2742;0.893;8944.58
0;723;2694;0.883;9157.58
