sign;dac;adc;vol;res
0;0;7319;0.0;1468.68
0;8;7321;0.01;1467.46
0;16;7308;0.02;1475.42
0;24;7323;0.029;1466.23
0;32;7323;0.039;1466.23
0;40;7323;0.049;1466.23
0;48;7320;0.059;1468.07
0;56;7303;0.068;1478.49
0;64;7325;0.078;1465.01
0;72;7324;0.088;1465.62
0;80;7321;0.098;1467.46
0;88;7323;0.107;1466.23
0;96;7323;0.117;1466.23
0;104;7315;0.127;1471.13
0;112;7321;0.137;1467.46
0;120;7321;0.147;1467.46
0;128;7323;0.156;1466.23
0;136;7318;0.166;1469.29
0;144;7325;0.176;1465.01
0;152;7317;0.186;1469.91
0;160;7316;0.195;1470.52
0;168;7322;0.205;1466.85
0;176;7317;0.215;1469.91
0;184;7325;0.225;1465.01
0;192;7324;0.234;1465.62
0;200;7319;0.244;1468.68
0;208;7318;0.254;1469.29
0;216;7313;0.264;1472.36
0;224;7319;0.274;1468.68
0;232;7314;0.283;1471.74
0;240;7320;0.293;1468.07
0;248;7318;0.303;1469.29
0;256;7322;0.313;1466.85
0;264;7318;0.322;1469.29
0;272;7321;0.332;1467.46
0;280;7309;0.342;1474.81
0;288;7319;0.352;1468.68
0;296;7331;0.361;1461.35
0;304;7326;0.371;1464.4
0;312;7316;0.381;1470.52
0;320;7326;0.391;1464.4
0;328;7322;0.4;1466.85
0;336;7302;0.41;1479.11
0;344;7310;0.42;1474.2
0;352;7313;0.43;1472.36
0;360;7318;0.44;1469.29
0;368;7317;0.449;1469.91
0;376;7326;0.459;1464.4
0;384;7328;0.469;1463.18
0;392;7315;0.479;1471.13
0;400;7319;0.488;1468.68
0;408;7319;0.498;1468.68
0;416;7305;0.508;1477.26
0;424;7327;0.518;1463.79
0;432;7313;0.527;1472.36
0;440;7312;0.537;1472.97
0;448;7313;0.547;1472.36
0;456;7313;0.557;1472.36
0;464;7305;0.567;1477.26
0;472;7323;0.576;1466.23
0;480;7311;0.586;1473.58
0;488;7305;0.596;1477.26
0;496;7330;0.606;1461.96
0;504;7321;0.615;1467.46
0;512;7315;0.625;1471.13
0;520;7321;0.635;1467.46
0;528;7312;0.645;1472.97
0;536;7311;0.654;1473.58
0;544;7306;0.664;1476.65
0;552;7314;0.674;1471.74
0;560;7292;0.684;1485.26
0;568;7304;0.694;1477.88
0;576;7313;0.703;1472.36
0;584;7300;0.713;1480.34
0;592;7318;0.723;1469.29
0;600;7323;0.733;1466.23
0;608;7316;0.742;1470.52
0;616;7304;0.752;1477.88
0;624;7316;0.762;1470.52
0;632;7329;0.772;1462.57
0;640;7308;0.781;1475.42
0;648;7306;0.791;1476.65
0;656;7308;0.801;1475.42
0;664;7306;0.811;1476.65
0;672;7311;0.821;1473.58
0;680;7312;0.83;1472.97
0;688;7296;0.84;1482.8
0;696;7280;0.85;1492.67
0;704;7291;0.86;1485.88
0;712;7305;0.869;1477.26
0;720;7293;0.879;1484.65
0;728;7294;0.889;1484.03
0;736;7287;0.899;1488.35
0;744;7257;0.908;1506.94
0;752;7287;0.918;1488.35
0;760;7265;0.928;1501.97
0;768;7281;0.938;1492.06
0;776;7261;0.947;1504.46
0;784;7274;0.957;1496.39
0;792;7270;0.967;1498.87
0;800;7273;0.977;1497.01
0;808;7258;0.987;1506.32
0;816;7220;0.996;1530.09
0;824;7203;1.006;1540.81
0;832;7197;1.016;1544.6
0;840;7193;1.026;1547.13
0;848;7185;1.035;1552.21
0;856;7172;1.045;1560.48
0;864;7122;1.055;1592.57
0;872;7108;1.065;1601.63
0;880;7072;1.074;1625.11
0;888;7029;1.084;1653.46
0;896;6992;1.094;1678.14
0;904;7018;1.104;1660.77
0;912;6957;1.114;1701.72
0;920;6955;1.123;1703.08
0;928;6966;1.133;1695.64
0;936;6958;1.143;1701.05
0;944;6886;1.153;1750.31
0;952;6914;1.162;1731.03
0;960;6884;1.172;1751.69
0;968;6801;1.182;1809.8
0;976;6756;1.192;1841.9
0;984;6734;1.201;1857.76
0;992;6706;1.211;1878.08
0;1000;6724;1.221;1865.0
0;1008;6731;1.231;1859.93
0;1016;6606;1.241;1952.08
0;1024;6635;1.25;1930.39
0;1032;6553;1.26;1992.21
0;1040;6387;1.27;2122.22
0;1048;6183;1.28;2291.55
0;1056;6092;1.289;2370.74
0;1064;5829;1.299;2613.51
0;1072;5635;1.309;2807.12
0;1080;5807;1.319;2634.82
0;1088;5902;1.328;2543.96
0;1096;5719;1.338;2721.68
0;1104;5907;1.348;2539.26
0;1112;5911;1.358;2535.5
0;1120;5864;1.368;2579.95
0;1128;2510;1.377;10049.55
0;1136;2351;1.387;10932.78
0;1144;2902;1.397;8285.48
0;1152;2770;1.407;8823.74
1;0;2733;-0.0;8983.95
1;8;2737;-0.01;8966.42
1;16;2698;-0.02;9139.54
1;24;2693;-0.029;9162.1
1;32;2682;-0.039;9212.02
1;40;2689;-0.049;9180.21
1;48;2658;-0.059;9322.38
1;56;2654;-0.068;9340.97
1;64;2646;-0.078;9378.31
1;72;2839;-0.088;8536.13
1;80;2907;-0.098;8266.05
1;88;2707;-0.107;9099.15
1;96;2842;-0.117;8523.94
1;104;2753;-0.127;8896.82
1;112;2771;-0.137;8819.47
1;120;2967;-0.147;8038.02
1;128;2986;-0.156;7967.72
1;136;3085;-0.166;7615.44
1;144;3055;-0.176;7719.78
1;152;2969;-0.186;8030.58
1;160;2980;-0.195;7989.82
1;168;2959;-0.205;8067.89
1;176;2928;-0.215;8185.17
1;184;2964;-0.225;8049.2
1;192;2888;-0.234;8340.23
1;200;2775;-0.244;8802.42
1;208;2771;-0.254;8819.47
1;216;2728;-0.264;9005.93
1;224;2758;-0.274;8875.23
1;232;2685;-0.283;9198.37
1;240;2756;-0.293;8883.86
1;248;2673;-0.303;9253.18
1;256;2793;-0.313;8726.29
1;264;2868;-0.322;8419.38
1;272;2828;-0.332;8581.04
1;280;2846;-0.342;8507.73
1;288;2859;-0.352;8455.36
1;296;2774;-0.361;8806.68
1;304;2907;-0.371;8266.05
1;312;2832;-0.381;8564.67
1;320;2826;-0.391;8589.25
1;328;3043;-0.4;7762.09
1;336;3102;-0.41;7557.2
1;344;2898;-0.42;8301.07
1;352;2821;-0.43;8609.8
1;360;2863;-0.44;8439.34
1;368;3056;-0.449;7716.27
1;376;2962;-0.459;8056.67
1;384;2881;-0.469;8367.81
1;392;2881;-0.479;8367.81
1;400;3380;-0.488;6688.07
1;408;3149;-0.498;7399.49
1;416;3108;-0.508;7536.8
1;424;3369;-0.518;6719.73
1;432;2920;-0.527;8215.85
1;440;3158;-0.537;7369.82
1;448;3471;-0.547;6433.81
1;456;3451;-0.557;6488.54
1;464;3475;-0.567;6422.94
1;472;3271;-0.576;7011.24
1;480;3293;-0.586;6944.29
1;488;3468;-0.596;6441.98
1;496;3508;-0.606;6334.2
1;504;3239;-0.615;7110.24
1;512;3284;-0.625;6971.57
1;520;3873;-0.635;5453.59
1;528;4241;-0.645;4719.18
1;536;4604;-0.654;4109.78
1;544;4770;-0.664;3862.01
1;552;4933;-0.674;3634.94
1;560;4816;-0.684;3796.37
1;568;5240;-0.694;3245.62
1;576;5340;-0.703;3128.48
1;584;5530;-0.713;2917.57
1;592;5619;-0.723;2823.68
1;600;5497;-0.733;2953.16
1;608;5547;-0.742;2899.4
1;616;5469;-0.752;2983.69
1;624;5535;-0.762;2912.22
1;632;5524;-0.772;2924.01
1;640;5751;-0.781;2689.79
1;648;5556;-0.791;2889.83
1;656;5912;-0.801;2534.57
1;664;5814;-0.811;2628.02
1;672;5712;-0.821;2728.7
1;680;5750;-0.83;2690.78
1;688;6005;-0.84;2448.7
1;696;5927;-0.85;2520.53
1;704;5883;-0.86;2561.9
1;712;5905;-0.869;2541.14
1;720;5996;-0.879;2456.89
1;728;5987;-0.889;2465.11
1;736;6063;-0.899;2396.48
1;744;6319;-0.908;2177.45
1;752;6360;-0.918;2144.0
1;760;6547;-0.928;1996.79
1;768;6538;-0.938;2003.68
1;776;6577;-0.947;1973.95
1;784;6562;-0.957;1985.35
1;792;6571;-0.967;1978.51
1;800;6638;-0.977;1928.15
1;808;6638;-0.987;1928.15
1;816;6754;-0.996;1843.34
1;824;6775;-1.006;1828.3
1;832;6798;-1.016;1811.93
1;840;6853;-1.026;1773.23
1;848;6815;-1.035;1799.9
1;856;6881;-1.045;1753.77
1;864;6857;-1.055;1770.44
1;872;6881;-1.065;1753.77
1;880;6837;-1.074;1784.42
1;888;6932;-1.084;1718.72
1;896;6936;-1.094;1715.99
1;904;7047;-1.104;1641.55
1;912;6974;-1.114;1690.24
1;920;7005;-1.123;1669.44
1;928;7052;-1.133;1638.25
1;936;7083;-1.143;1617.91
1;944;7139;-1.153;1581.61
1;952;7119;-1.162;1594.5
1;960;7149;-1.172;1575.18
1;968;7122;-1.182;1592.57
1;976;7144;-1.192;1578.39
1;984;7137;-1.201;1582.89
